rssid,url,db_date,found_date
2606,https://www.lebanon24.com/news/lebanon-news/1421674/lebanon24?src=rss-feeds&utm_campaign=Softimpact-Rss-Feeds&utm_source=SI-Rss-Feeds-Documents&utm_term=Softimpact-Rss-Feeds-Documents&utm_medium=SI-Rss-Feeds-1421674,2025-09-26 09:00:00,1900-01-01 12:00:00
9965,https://www.meed.com/arada-awards-294m-aljada-madar-mall-contract,2025-09-18 11:35:00,2025-09-29 00:00:00
6073,https://ppregypt.com/post/view/7/Post/details/11793/%D8%A7%D9%84%D8%B1%D9%82%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D8%B9%D9%84%D9%89-%D9%86%D8%B4%D8%B1-%D8%A5%D8%B9%D9%84%D8%A7%D9%86-%D8%B9%D8%B1%D8%B6-%D8%A7%D9%84%D8%B4%D8%B1%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%AC%D8%A8%D8%A7%D8%B1%D9%8A-%D9%84%D8%A3%D8%B3%D9%87%D9%85-%C2%AB%D8%B1%D8%A7%D9%8A%D8%A9-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA%C2%BB,2025-09-28 14:47:08,2025-09-29 00:00:00
5714,https://www.tuniscope.com/ar/article/413918/arabe/actu-arabe/dattes-tunisie-070514,2025-09-28 12:07:37,2025-09-29 02:07:09
11341,https://www.travelandtourworld.com/news/article/air-mauritius-announces-new-major-reductions-in-flight-frequencies-to-madagascar-switzerland-malaysia-uk-india-and-france-for-the-winter-2025-26-season-covering-africa-europe-and-asia/,2025-09-29 04:13:17,2025-09-26 00:00:00
3945,https://khaleejtopics.com/business/%d8%aa%d8%ad%d8%af%d9%8a-%d8%a7%d9%84%d8%b9%d9%85%d9%8a%d9%84-5109/,2025-09-28 23:35:37,2025-09-29 02:35:37
2318,https://www.bna.bh/news?cms=q8FmFJgiscL2fwIzON1%2bDpotPm6KW2kG%2bVVUVRTEoVI%3d,2025-09-24 05:41:00,2025-09-29 00:00:00
10042,https://sarabic.ae/20250929/%D8%AD%D9%85%D8%A7%D8%B3-%D8%AA%D9%88%D9%86%D9%8A-%D8%A8%D9%84%D9%8A%D8%B1-%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B1%D8%AD%D8%A8-%D8%A8%D9%87%D8%A7-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-1105387425.html,2025-09-29 05:46:00,2025-09-14 08:17:00
306,https://koraplus.com/MatchDetails/95731/%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A-%D9%84%D9%8A%D9%84-%D9%84%D9%8A%D9%88%D9%86,2025-09-28 21:17:36,2025-08-14 12:06:00
9341,https://gulfnews.com/sport/asia-cup/team-india-to-get-rs210-million-bonanza-after-asia-cup-win-1.500286901,2025-09-28 22:31:33,2025-09-29 01:37:00
59,https://insiteooh.com/article/12596-glamour-jewellery-debuts-spectacularly-on-cairos-ooh-screens,2025-09-29 12:03:10,2025-09-21 09:03:00
2319,https://www.bna.bh/news?cms=q8FmFJgiscL2fwIzON1%2bDgxL1CShbJe1PN%2fUFo9IcQ8%3d,2025-09-27 23:32:00,2025-09-29 00:00:00
1172,https://www.screendaily.com/news,2025-09-28 11:39:00,2025-09-29 11:18:41
1130,https://www.thedailystar.net/news/world/news/return-un-sanctions-unjustifiable-iran-3997071,2025-09-28 18:00:00,2025-09-29 00:00:00
1132,https://www.thedailystar.net/business/economy/news/one-three-graduates-remains-jobless-2yrs-3997146,2025-09-28 18:00:00,2025-09-29 00:00:00
